grid_x,grid_y,nb_trp_inside,s_nb_trp_inside,d_res_soc / 1000,jour_res_soc,nbr_elmt_res_soc
0,0,0,0,100.0,5,10
1,0,0,0,100.0,5,10
2,0,0,0,100.0,5,10
3,0,0,0,100.0,5,10
4,0,0,0,100.0,5,10
5,0,0,0,100.0,5,10
6,0,1,1,100.0,5,10
7,0,1,2,100.0,5,10
8,0,1,3,100.0,5,10
9,0,1,1,100.0,5,10
15,3,1,17,100.0,5,10
11,0,1,2,100.0,5,10
20,5,1,15,100.0,5,10
13,0,2,4,100.0,5,10
14,0,1,4,100.0,5,10
15,0,0,0,100.0,5,10
16,0,2,2,100.0,5,10
17,0,1,2,100.0,5,10
18,0,1,4,100.0,5,10
19,0,0,0,100.0,5,10
20,0,0,0,100.0,5,10
21,0,0,0,100.0,5,10
22,0,0,0,100.0,5,10
23,0,0,0,100.0,5,10
24,0,0,0,100.0,5,10
25,0,0,0,100.0,5,10
26,0,0,0,100.0,5,10
27,0,0,0,100.0,5,10
28,0,0,0,100.0,5,10
29,0,0,0,100.0,5,10
30,0,0,0,100.0,5,10
31,0,0,0,100.0,5,10
32,0,0,0,100.0,5,10
33,0,0,0,100.0,5,10
34,0,0,0,100.0,5,10
35,0,0,0,100.0,5,10
0,1,0,0,100.0,5,10
1,1,0,0,100.0,5,10
2,1,0,0,100.0,5,10
3,1,1,1,100.0,5,10
4,1,2,4,100.0,5,10
29,11,1,29,100.0,5,10
18,4,1,18,100.0,5,10
19,4,1,14,100.0,5,10
14,0,1,4,100.0,5,10
5,3,1,16,100.0,5,10
24,5,1,8,100.0,5,10
18,4,1,19,100.0,5,10
30,11,1,41,100.0,5,10
7,1,1,9,100.0,5,10
28,8,1,16,100.0,5,10
26,6,1,9,100.0,5,10
19,2,1,6,100.0,5,10
25,6,1,13,100.0,5,10
9,0,1,2,100.0,5,10
19,1,1,4,100.0,5,10
20,1,1,13,100.0,5,10
21,1,1,3,100.0,5,10
22,1,1,5,100.0,5,10
23,1,1,1,100.0,5,10
24,1,0,0,100.0,5,10
25,1,0,0,100.0,5,10
26,1,0,0,100.0,5,10
27,1,0,0,100.0,5,10
28,1,0,0,100.0,5,10
29,1,0,0,100.0,5,10
30,1,0,0,100.0,5,10
31,1,0,0,100.0,5,10
32,1,0,0,100.0,5,10
33,1,0,0,100.0,5,10
34,1,0,0,100.0,5,10
35,1,0,0,100.0,5,10
0,2,0,0,100.0,5,10
1,2,0,0,100.0,5,10
2,2,0,0,100.0,5,10
3,2,1,4,100.0,5,10
4,2,1,5,100.0,5,10
18,2,1,5,100.0,5,10
25,5,1,9,100.0,5,10
12,2,1,15,100.0,5,10
17,1,1,4,100.0,5,10
17,2,1,5,100.0,5,10
30,10,1,50,100.0,5,10
31,10,1,29,100.0,5,10
12,2,1,14,100.0,5,10
17,3,1,23,100.0,5,10
26,4,1,7,100.0,5,10
15,2,1,10,100.0,5,10
8,1,1,14,100.0,5,10
14,1,1,20,100.0,5,10
32,9,1,15,100.0,5,10
19,2,1,7,100.0,5,10
20,2,1,12,100.0,5,10
21,2,1,13,100.0,5,10
8,3,1,16,100.0,5,10
23,2,1,6,100.0,5,10
24,2,1,7,100.0,5,10
25,2,1,6,100.0,5,10
26,2,0,0,100.0,5,10
27,2,0,0,100.0,5,10
28,2,0,0,100.0,5,10
29,2,0,0,100.0,5,10
30,2,0,0,100.0,5,10
31,2,0,0,100.0,5,10
32,2,0,0,100.0,5,10
33,2,0,0,100.0,5,10
34,2,0,0,100.0,5,10
35,2,0,0,100.0,5,10
0,3,0,0,100.0,5,10
1,3,0,0,100.0,5,10
2,3,1,4,100.0,5,10
3,3,1,4,100.0,5,10
4,3,1,2,100.0,5,10
16,0,1,3,100.0,5,10
30,10,1,25,100.0,5,10
30,13,1,25,100.0,5,10
27,8,1,25,100.0,5,10
23,4,1,12,100.0,5,10
15,3,2,20,100.0,5,10
11,1,2,7,100.0,5,10
26,10,1,21,100.0,5,10
13,3,1,14,100.0,5,10
5,2,1,13,100.0,5,10
15,3,1,22,100.0,5,10
16,3,1,10,100.0,5,10
31,9,2,9,100.0,5,10
29,11,1,30,100.0,5,10
20,1,1,10,100.0,5,10
20,3,1,19,100.0,5,10
17,2,1,16,100.0,5,10
28,10,1,26,100.0,5,10
20,1,1,9,100.0,5,10
24,3,1,11,100.0,5,10
25,3,1,8,100.0,5,10
26,3,1,10,100.0,5,10
27,3,0,0,100.0,5,10
28,3,0,0,100.0,5,10
29,3,0,0,100.0,5,10
30,3,0,0,100.0,5,10
31,3,0,0,100.0,5,10
32,3,0,0,100.0,5,10
33,3,0,0,100.0,5,10
34,3,0,0,100.0,5,10
35,3,0,0,100.0,5,10
0,4,0,0,100.0,5,10
1,4,0,0,100.0,5,10
2,4,1,1,100.0,5,10
3,4,1,5,100.0,5,10
4,4,1,4,100.0,5,10
5,4,1,21,100.0,5,10
6,4,1,15,100.0,5,10
7,4,1,16,100.0,5,10
8,4,1,9,100.0,5,10
9,4,1,14,100.0,5,10
10,4,1,24,100.0,5,10
11,4,1,29,100.0,5,10
12,4,1,15,100.0,5,10
13,4,1,10,100.0,5,10
14,4,2,13,100.0,5,10
15,4,1,16,100.0,5,10
16,4,1,20,100.0,5,10
17,4,1,24,100.0,5,10
18,4,1,13,100.0,5,10
27,5,2,5,100.0,5,10
24,7,1,13,100.0,5,10
20,1,1,13,100.0,5,10
8,2,1,7,100.0,5,10
23,8,1,24,100.0,5,10
21,1,1,8,100.0,5,10
32,12,1,25,100.0,5,10
26,4,1,9,100.0,5,10
27,4,1,6,100.0,5,10
28,4,1,8,100.0,5,10
29,4,0,0,100.0,5,10
30,4,0,0,100.0,5,10
31,4,0,0,100.0,5,10
32,4,0,0,100.0,5,10
33,4,0,0,100.0,5,10
34,4,0,0,100.0,5,10
35,4,0,0,100.0,5,10
0,5,0,0,100.0,5,10
1,5,0,0,100.0,5,10
2,5,0,0,100.0,5,10
3,5,1,6,100.0,5,10
4,5,1,10,100.0,5,10
5,5,1,19,100.0,5,10
6,5,1,16,100.0,5,10
7,5,1,12,100.0,5,10
8,5,1,6,100.0,5,10
9,5,1,20,100.0,5,10
10,5,1,13,100.0,5,10
11,5,1,15,100.0,5,10
12,5,1,21,100.0,5,10
13,5,1,16,100.0,5,10
14,5,1,11,100.0,5,10
15,5,1,8,100.0,5,10
16,5,1,12,100.0,5,10
17,5,1,34,100.0,5,10
18,5,1,24,100.0,5,10
19,5,1,23,100.0,5,10
26,9,1,16,100.0,5,10
5,2,1,11,100.0,5,10
18,4,1,24,100.0,5,10
23,5,1,13,100.0,5,10
24,5,1,8,100.0,5,10
6,1,1,4,100.0,5,10
26,5,1,5,100.0,5,10
22,6,1,12,100.0,5,10
28,5,1,6,100.0,5,10
29,5,1,7,100.0,5,10
30,5,0,0,100.0,5,10
31,5,0,0,100.0,5,10
32,5,0,0,100.0,5,10
33,5,0,0,100.0,5,10
34,5,0,0,100.0,5,10
35,5,0,0,100.0,5,10
0,6,0,0,100.0,5,10
1,6,0,0,100.0,5,10
2,6,1,8,100.0,5,10
3,6,1,2,100.0,5,10
4,6,1,13,100.0,5,10
5,6,2,14,100.0,5,10
6,6,1,11,100.0,5,10
7,6,1,21,100.0,5,10
8,6,1,25,100.0,5,10
9,6,1,13,100.0,5,10
10,6,1,11,100.0,5,10
11,6,1,8,100.0,5,10
12,6,1,16,100.0,5,10
13,6,1,25,100.0,5,10
14,6,1,31,100.0,5,10
15,6,1,8,100.0,5,10
16,6,1,30,100.0,5,10
17,6,1,31,100.0,5,10
18,6,1,25,100.0,5,10
19,6,1,6,100.0,5,10
20,6,1,26,100.0,5,10
26,4,1,7,100.0,5,10
28,11,1,38,100.0,5,10
22,8,1,28,100.0,5,10
31,11,1,22,100.0,5,10
29,7,1,14,100.0,5,10
26,6,1,16,100.0,5,10
28,13,1,35,100.0,5,10
13,3,2,17,100.0,5,10
29,6,1,6,100.0,5,10
30,6,1,1,100.0,5,10
31,6,0,0,100.0,5,10
32,6,0,0,100.0,5,10
33,6,0,0,100.0,5,10
34,6,0,0,100.0,5,10
35,6,0,0,100.0,5,10
0,7,0,0,100.0,5,10
1,7,0,0,100.0,5,10
2,7,1,3,100.0,5,10
3,7,1,11,100.0,5,10
4,7,1,15,100.0,5,10
5,7,1,13,100.0,5,10
6,7,1,7,100.0,5,10
7,7,1,19,100.0,5,10
8,7,1,6,100.0,5,10
9,7,1,21,100.0,5,10
10,7,1,9,100.0,5,10
11,7,1,12,100.0,5,10
12,7,1,26,100.0,5,10
13,7,1,21,100.0,5,10
14,7,1,21,100.0,5,10
15,7,1,17,100.0,5,10
16,7,1,27,100.0,5,10
17,7,2,20,100.0,5,10
18,7,1,12,100.0,5,10
19,7,1,20,100.0,5,10
20,7,1,11,100.0,5,10
21,7,1,26,100.0,5,10
22,7,1,19,100.0,5,10
23,7,1,29,100.0,5,10
26,6,1,16,100.0,5,10
8,0,2,6,100.0,5,10
25,6,1,10,100.0,5,10
20,5,1,11,100.0,5,10
11,1,5,5,100.0,5,10
32,12,1,29,100.0,5,10
17,1,1,4,100.0,5,10
31,7,0,0,100.0,5,10
32,7,0,0,100.0,5,10
33,7,0,0,100.0,5,10
34,7,0,0,100.0,5,10
35,7,0,0,100.0,5,10
0,8,0,0,100.0,5,10
1,8,0,0,100.0,5,10
2,8,1,11,100.0,5,10
3,8,1,7,100.0,5,10
4,8,1,12,100.0,5,10
5,8,1,11,100.0,5,10
6,8,1,5,100.0,5,10
7,8,1,7,100.0,5,10
8,8,1,16,100.0,5,10
9,8,1,11,100.0,5,10
10,8,1,13,100.0,5,10
11,8,1,6,100.0,5,10
12,8,1,23,100.0,5,10
13,8,1,21,100.0,5,10
14,8,1,32,100.0,5,10
15,8,1,18,100.0,5,10
16,8,1,14,100.0,5,10
17,8,1,18,100.0,5,10
18,8,1,11,100.0,5,10
19,8,1,22,100.0,5,10
20,8,1,18,100.0,5,10
21,8,1,18,100.0,5,10
22,8,1,41,100.0,5,10
23,8,2,19,100.0,5,10
8,1,1,14,100.0,5,10
29,9,1,23,100.0,5,10
31,10,1,21,100.0,5,10
30,11,1,40,100.0,5,10
31,10,1,13,100.0,5,10
29,8,1,15,100.0,5,10
9,2,1,15,100.0,5,10
31,8,1,3,100.0,5,10
32,8,0,0,100.0,5,10
33,8,0,0,100.0,5,10
34,8,0,0,100.0,5,10
35,8,0,0,100.0,5,10
0,9,0,0,100.0,5,10
1,9,1,8,100.0,5,10
2,9,1,5,100.0,5,10
3,9,1,15,100.0,5,10
4,9,1,9,100.0,5,10
5,9,1,7,100.0,5,10
6,9,1,12,100.0,5,10
7,9,1,10,100.0,5,10
8,9,2,10,100.0,5,10
9,9,1,16,100.0,5,10
10,9,1,12,100.0,5,10
11,9,1,11,100.0,5,10
12,9,1,17,100.0,5,10
13,9,1,28,100.0,5,10
14,9,1,20,100.0,5,10
15,9,1,16,100.0,5,10
16,9,1,13,100.0,5,10
17,9,1,14,100.0,5,10
18,9,1,14,100.0,5,10
19,9,1,22,100.0,5,10
20,9,1,15,100.0,5,10
21,9,1,15,100.0,5,10
22,9,1,38,100.0,5,10
23,9,2,18,100.0,5,10
24,9,1,16,100.0,5,10
25,9,1,13,100.0,5,10
26,6,1,15,100.0,5,10
20,4,1,10,100.0,5,10
14,2,2,20,100.0,5,10
18,4,1,18,100.0,5,10
30,9,1,17,100.0,5,10
30,6,1,5,100.0,5,10
32,9,1,9,100.0,5,10
33,9,1,1,100.0,5,10
34,9,0,0,100.0,5,10
35,9,0,0,100.0,5,10
0,10,0,0,100.0,5,10
1,10,1,4,100.0,5,10
2,10,2,6,100.0,5,10
3,10,1,16,100.0,5,10
4,10,1,7,100.0,5,10
5,10,1,14,100.0,5,10
6,10,1,16,100.0,5,10
7,10,1,17,100.0,5,10
8,10,1,13,100.0,5,10
9,10,1,17,100.0,5,10
10,10,1,10,100.0,5,10
11,10,1,4,100.0,5,10
12,10,1,20,100.0,5,10
13,10,1,12,100.0,5,10
14,10,1,20,100.0,5,10
15,10,1,16,100.0,5,10
16,10,1,13,100.0,5,10
17,10,1,15,100.0,5,10
18,10,1,32,100.0,5,10
19,10,1,9,100.0,5,10
20,10,1,13,100.0,5,10
21,10,1,22,100.0,5,10
22,10,1,41,100.0,5,10
23,10,1,25,100.0,5,10
24,10,1,13,100.0,5,10
25,10,1,23,100.0,5,10
26,10,2,26,100.0,5,10
28,6,1,12,100.0,5,10
11,1,3,7,100.0,5,10
29,11,1,28,100.0,5,10
21,2,1,15,100.0,5,10
26,10,1,27,100.0,5,10
32,10,1,7,100.0,5,10
33,10,1,2,100.0,5,10
34,10,1,4,100.0,5,10
35,10,0,0,100.0,5,10
0,11,0,0,100.0,5,10
1,11,1,2,100.0,5,10
2,11,1,5,100.0,5,10
3,11,1,20,100.0,5,10
4,11,1,11,100.0,5,10
5,11,1,25,100.0,5,10
6,11,1,12,100.0,5,10
7,11,1,17,100.0,5,10
8,11,1,14,100.0,5,10
9,11,1,15,100.0,5,10
10,11,1,7,100.0,5,10
11,11,1,13,100.0,5,10
12,11,1,13,100.0,5,10
13,11,1,14,100.0,5,10
14,11,1,24,100.0,5,10
15,11,1,20,100.0,5,10
16,11,1,28,100.0,5,10
17,11,1,22,100.0,5,10
18,11,1,31,100.0,5,10
19,11,1,22,100.0,5,10
20,11,1,9,100.0,5,10
21,11,1,43,100.0,5,10
22,11,1,31,100.0,5,10
23,11,1,22,100.0,5,10
24,11,1,18,100.0,5,10
25,11,1,29,100.0,5,10
26,11,1,27,100.0,5,10
27,11,1,42,100.0,5,10
28,9,1,32,100.0,5,10
29,11,1,33,100.0,5,10
12,2,1,13,100.0,5,10
25,10,1,20,100.0,5,10
32,11,1,10,100.0,5,10
33,11,1,2,100.0,5,10
34,11,1,5,100.0,5,10
35,11,1,5,100.0,5,10
0,12,0,0,100.0,5,10
1,12,1,3,100.0,5,10
2,12,1,6,100.0,5,10
3,12,1,16,100.0,5,10
4,12,1,8,100.0,5,10
5,12,1,8,100.0,5,10
6,12,1,14,100.0,5,10
7,12,1,17,100.0,5,10
8,12,1,9,100.0,5,10
9,12,1,8,100.0,5,10
10,12,1,18,100.0,5,10
11,12,1,17,100.0,5,10
12,12,1,26,100.0,5,10
13,12,1,32,100.0,5,10
14,12,1,27,100.0,5,10
15,12,1,20,100.0,5,10
16,12,1,24,100.0,5,10
17,12,1,26,100.0,5,10
18,12,1,24,100.0,5,10
19,12,1,32,100.0,5,10
20,12,1,15,100.0,5,10
21,12,1,41,100.0,5,10
22,12,1,26,100.0,5,10
23,12,1,21,100.0,5,10
24,12,2,25,100.0,5,10
25,12,1,21,100.0,5,10
26,12,1,32,100.0,5,10
27,12,1,29,100.0,5,10
29,8,1,15,100.0,5,10
29,11,1,29,100.0,5,10
28,13,1,38,100.0,5,10
31,12,1,18,100.0,5,10
32,12,1,25,100.0,5,10
33,12,1,9,100.0,5,10
34,12,1,4,100.0,5,10
35,12,1,1,100.0,5,10
0,13,1,2,100.0,5,10
1,13,1,1,100.0,5,10
2,13,1,15,100.0,5,10
3,13,1,7,100.0,5,10
4,13,1,16,100.0,5,10
5,13,1,12,100.0,5,10
6,13,1,13,100.0,5,10
7,13,1,24,100.0,5,10
8,13,1,13,100.0,5,10
9,13,1,18,100.0,5,10
10,13,1,24,100.0,5,10
11,13,1,18,100.0,5,10
12,13,1,25,100.0,5,10
13,13,1,17,100.0,5,10
14,13,1,32,100.0,5,10
15,13,1,30,100.0,5,10
16,13,1,22,100.0,5,10
17,13,1,13,100.0,5,10
18,13,1,18,100.0,5,10
19,13,1,26,100.0,5,10
20,13,1,26,100.0,5,10
21,13,1,33,100.0,5,10
22,13,1,32,100.0,5,10
23,13,1,24,100.0,5,10
24,13,1,19,100.0,5,10
25,13,1,34,100.0,5,10
26,13,1,24,100.0,5,10
27,13,1,23,100.0,5,10
28,13,1,32,100.0,5,10
29,13,1,50,100.0,5,10
30,13,1,28,100.0,5,10
31,13,1,26,100.0,5,10
32,13,1,31,100.0,5,10
33,13,1,14,100.0,5,10
34,13,1,5,100.0,5,10
35,13,0,0,100.0,5,10
0,14,1,2,100.0,5,10
1,14,1,4,100.0,5,10
2,14,1,13,100.0,5,10
3,14,1,2,100.0,5,10
4,14,1,20,100.0,5,10
5,14,1,22,100.0,5,10
6,14,1,15,100.0,5,10
7,14,1,11,100.0,5,10
8,14,1,25,100.0,5,10
9,14,1,11,100.0,5,10
10,14,1,10,100.0,5,10
11,14,1,24,100.0,5,10
12,14,1,7,100.0,5,10
13,14,1,13,100.0,5,10
14,14,1,25,100.0,5,10
15,14,1,13,100.0,5,10
16,14,1,16,100.0,5,10
17,14,1,19,100.0,5,10
18,14,1,37,100.0,5,10
19,14,1,17,100.0,5,10
20,14,1,27,100.0,5,10
21,14,1,35,100.0,5,10
22,14,1,22,100.0,5,10
23,14,1,15,100.0,5,10
24,14,1,17,100.0,5,10
25,14,1,21,100.0,5,10
26,14,2,32,100.0,5,10
27,14,1,33,100.0,5,10
28,14,1,39,100.0,5,10
29,14,1,44,100.0,5,10
30,14,1,28,100.0,5,10
31,14,1,46,100.0,5,10
32,14,1,23,100.0,5,10
33,14,1,26,100.0,5,10
34,14,1,4,100.0,5,10
35,14,0,0,100.0,5,10
0,15,1,7,100.0,5,10
1,15,1,3,100.0,5,10
2,15,2,7,100.0,5,10
3,15,1,10,100.0,5,10
4,15,1,25,100.0,5,10
5,15,1,13,100.0,5,10
6,15,1,8,100.0,5,10
7,15,1,4,100.0,5,10
8,15,1,13,100.0,5,10
9,15,1,19,100.0,5,10
10,15,1,19,100.0,5,10
11,15,1,19,100.0,5,10
12,15,1,13,100.0,5,10
13,15,1,12,100.0,5,10
14,15,1,25,100.0,5,10
15,15,1,22,100.0,5,10
16,15,1,29,100.0,5,10
17,15,1,16,100.0,5,10
18,15,1,25,100.0,5,10
19,15,1,13,100.0,5,10
20,15,1,31,100.0,5,10
21,15,1,22,100.0,5,10
22,15,1,18,100.0,5,10
23,15,1,9,100.0,5,10
24,15,1,16,100.0,5,10
25,15,1,28,100.0,5,10
26,15,1,27,100.0,5,10
27,15,1,46,100.0,5,10
28,15,1,37,100.0,5,10
29,15,1,37,100.0,5,10
30,15,2,37,100.0,5,10
31,15,1,34,100.0,5,10
32,15,1,24,100.0,5,10
33,15,1,8,100.0,5,10
34,15,1,14,100.0,5,10
35,15,0,0,100.0,5,10
0,16,1,9,100.0,5,10
1,16,1,4,100.0,5,10
2,16,1,7,100.0,5,10
3,16,1,10,100.0,5,10
4,16,1,13,100.0,5,10
5,16,1,7,100.0,5,10
6,16,1,9,100.0,5,10
7,16,2,9,100.0,5,10
8,16,1,8,100.0,5,10
9,16,1,10,100.0,5,10
10,16,1,24,100.0,5,10
11,16,1,24,100.0,5,10
12,16,1,15,100.0,5,10
13,16,1,20,100.0,5,10
14,16,1,8,100.0,5,10
15,16,1,18,100.0,5,10
16,16,1,28,100.0,5,10
17,16,1,11,100.0,5,10
18,16,1,10,100.0,5,10
19,16,1,27,100.0,5,10
20,16,1,24,100.0,5,10
21,16,1,20,100.0,5,10
22,16,1,27,100.0,5,10
23,16,1,24,100.0,5,10
24,16,1,18,100.0,5,10
25,16,1,31,100.0,5,10
26,16,1,44,100.0,5,10
27,16,1,52,100.0,5,10
28,16,1,41,100.0,5,10
29,16,1,33,100.0,5,10
30,16,1,31,100.0,5,10
31,16,1,26,100.0,5,10
32,16,2,27,100.0,5,10
33,16,2,15,100.0,5,10
34,16,1,3,100.0,5,10
35,16,1,7,100.0,5,10
0,17,1,8,100.0,5,10
1,17,1,10,100.0,5,10
2,17,1,7,100.0,5,10
3,17,1,11,100.0,5,10
4,17,1,12,100.0,5,10
5,17,1,13,100.0,5,10
6,17,1,11,100.0,5,10
7,17,1,16,100.0,5,10
8,17,1,15,100.0,5,10
9,17,1,10,100.0,5,10
10,17,1,16,100.0,5,10
11,17,1,21,100.0,5,10
12,17,1,20,100.0,5,10
13,17,1,16,100.0,5,10
14,17,1,15,100.0,5,10
15,17,1,26,100.0,5,10
16,17,1,16,100.0,5,10
17,17,1,17,100.0,5,10
18,17,1,18,100.0,5,10
19,17,1,17,100.0,5,10
20,17,1,11,100.0,5,10
21,17,1,18,100.0,5,10
22,17,1,20,100.0,5,10
23,17,1,51,100.0,5,10
24,17,1,51,100.0,5,10
25,17,1,23,100.0,5,10
26,17,1,22,100.0,5,10
27,17,1,52,100.0,5,10
28,17,1,46,100.0,5,10
29,17,1,35,100.0,5,10
30,17,1,21,100.0,5,10
31,17,1,26,100.0,5,10
32,17,1,32,100.0,5,10
33,17,1,12,100.0,5,10
34,17,1,7,100.0,5,10
35,17,0,0,100.0,5,10
0,18,1,3,100.0,5,10
1,18,1,15,100.0,5,10
2,18,2,18,100.0,5,10
3,18,1,2,100.0,5,10
4,18,1,5,100.0,5,10
5,18,1,15,100.0,5,10
6,18,1,18,100.0,5,10
7,18,1,11,100.0,5,10
8,18,1,17,100.0,5,10
9,18,1,5,100.0,5,10
10,18,1,13,100.0,5,10
11,18,1,12,100.0,5,10
12,18,1,19,100.0,5,10
13,18,1,30,100.0,5,10
14,18,1,29,100.0,5,10
15,18,1,18,100.0,5,10
16,18,1,16,100.0,5,10
17,18,1,18,100.0,5,10
18,18,1,31,100.0,5,10
19,18,1,15,100.0,5,10
20,18,1,19,100.0,5,10
21,18,1,11,100.0,5,10
22,18,1,13,100.0,5,10
23,18,1,29,100.0,5,10
24,18,1,29,100.0,5,10
25,18,1,19,100.0,5,10
26,18,1,24,100.0,5,10
27,18,1,45,100.0,5,10
28,18,2,48,100.0,5,10
29,18,1,24,100.0,5,10
30,18,1,14,100.0,5,10
31,18,1,27,100.0,5,10
32,18,1,31,100.0,5,10
33,18,1,17,100.0,5,10
34,18,1,11,100.0,5,10
35,18,1,7,100.0,5,10
0,19,1,9,100.0,5,10
1,19,1,9,100.0,5,10
2,19,1,10,100.0,5,10
3,19,1,14,100.0,5,10
4,19,1,11,100.0,5,10
5,19,1,23,100.0,5,10
6,19,1,18,100.0,5,10
7,19,1,19,100.0,5,10
8,19,1,11,100.0,5,10
9,19,1,14,100.0,5,10
10,19,2,19,100.0,5,10
11,19,1,16,100.0,5,10
12,19,1,11,100.0,5,10
13,19,1,19,100.0,5,10
14,19,1,19,100.0,5,10
15,19,1,39,100.0,5,10
16,19,1,25,100.0,5,10
17,19,1,34,100.0,5,10
18,19,1,16,100.0,5,10
19,19,1,12,100.0,5,10
20,19,1,8,100.0,5,10
21,19,1,23,100.0,5,10
22,19,1,21,100.0,5,10
23,19,1,15,100.0,5,10
24,19,1,32,100.0,5,10
25,19,1,19,100.0,5,10
26,19,1,24,100.0,5,10
27,19,1,42,100.0,5,10
28,19,1,36,100.0,5,10
29,19,1,37,100.0,5,10
30,19,1,32,100.0,5,10
31,19,1,12,100.0,5,10
32,19,1,26,100.0,5,10
33,19,1,17,100.0,5,10
34,19,1,4,100.0,5,10
35,19,0,0,100.0,5,10
0,20,1,3,100.0,5,10
1,20,1,12,100.0,5,10
2,20,1,11,100.0,5,10
3,20,1,10,100.0,5,10
4,20,1,18,100.0,5,10
5,20,1,15,100.0,5,10
6,20,1,12,100.0,5,10
7,20,1,6,100.0,5,10
8,20,1,10,100.0,5,10
9,20,1,6,100.0,5,10
10,20,1,21,100.0,5,10
11,20,1,11,100.0,5,10
12,20,1,20,100.0,5,10
13,20,1,14,100.0,5,10
14,20,1,23,100.0,5,10
15,20,1,31,100.0,5,10
16,20,1,43,100.0,5,10
17,20,1,34,100.0,5,10
18,20,1,5,100.0,5,10
19,20,1,19,100.0,5,10
20,20,1,21,100.0,5,10
21,20,1,17,100.0,5,10
22,20,2,33,100.0,5,10
23,20,1,21,100.0,5,10
24,20,1,43,100.0,5,10
25,20,2,17,100.0,5,10
26,20,1,29,100.0,5,10
27,20,1,40,100.0,5,10
28,20,1,31,100.0,5,10
29,20,1,27,100.0,5,10
30,20,1,26,100.0,5,10
31,20,1,22,100.0,5,10
32,20,1,33,100.0,5,10
33,20,1,18,100.0,5,10
34,20,1,3,100.0,5,10
35,20,1,5,100.0,5,10
0,21,1,4,100.0,5,10
1,21,1,8,100.0,5,10
2,21,2,14,100.0,5,10
3,21,1,4,100.0,5,10
4,21,1,9,100.0,5,10
5,21,1,14,100.0,5,10
6,21,1,7,100.0,5,10
7,21,1,17,100.0,5,10
8,21,1,8,100.0,5,10
9,21,1,11,100.0,5,10
10,21,1,30,100.0,5,10
11,21,1,20,100.0,5,10
12,21,1,13,100.0,5,10
13,21,1,14,100.0,5,10
14,21,1,19,100.0,5,10
15,21,1,41,100.0,5,10
16,21,1,36,100.0,5,10
17,21,1,20,100.0,5,10
18,21,1,10,100.0,5,10
19,21,2,11,100.0,5,10
20,21,1,21,100.0,5,10
21,21,1,19,100.0,5,10
22,21,1,19,100.0,5,10
23,21,1,20,100.0,5,10
24,21,1,36,100.0,5,10
25,21,1,37,100.0,5,10
26,21,1,31,100.0,5,10
27,21,1,28,100.0,5,10
28,21,1,39,100.0,5,10
29,21,1,28,100.0,5,10
30,21,1,9,100.0,5,10
31,21,1,28,100.0,5,10
32,21,1,37,100.0,5,10
33,21,1,5,100.0,5,10
34,21,1,4,100.0,5,10
35,21,1,3,100.0,5,10
0,22,1,8,100.0,5,10
1,22,1,4,100.0,5,10
2,22,1,8,100.0,5,10
3,22,1,14,100.0,5,10
4,22,1,1,100.0,5,10
5,22,1,17,100.0,5,10
6,22,1,15,100.0,5,10
7,22,1,12,100.0,5,10
8,22,1,18,100.0,5,10
9,22,1,26,100.0,5,10
10,22,1,26,100.0,5,10
11,22,1,15,100.0,5,10
12,22,1,19,100.0,5,10
13,22,1,9,100.0,5,10
14,22,1,30,100.0,5,10
15,22,1,28,100.0,5,10
16,22,1,17,100.0,5,10
17,22,1,30,100.0,5,10
18,22,1,20,100.0,5,10
19,22,1,17,100.0,5,10
20,22,1,18,100.0,5,10
21,22,1,33,100.0,5,10
22,22,1,22,100.0,5,10
23,22,1,37,100.0,5,10
24,22,1,16,100.0,5,10
25,22,1,31,100.0,5,10
26,22,1,34,100.0,5,10
27,22,1,47,100.0,5,10
28,22,1,22,100.0,5,10
29,22,1,20,100.0,5,10
30,22,1,20,100.0,5,10
31,22,1,23,100.0,5,10
32,22,1,52,100.0,5,10
33,22,1,6,100.0,5,10
34,22,1,7,100.0,5,10
35,22,1,5,100.0,5,10
0,23,1,7,100.0,5,10
1,23,1,2,100.0,5,10
2,23,1,9,100.0,5,10
3,23,1,15,100.0,5,10
4,23,1,17,100.0,5,10
5,23,1,10,100.0,5,10
6,23,1,27,100.0,5,10
7,23,1,16,100.0,5,10
8,23,1,18,100.0,5,10
9,23,1,13,100.0,5,10
10,23,1,21,100.0,5,10
11,23,1,16,100.0,5,10
12,23,2,19,100.0,5,10
13,23,1,13,100.0,5,10
14,23,1,32,100.0,5,10
15,23,1,25,100.0,5,10
16,23,1,17,100.0,5,10
17,23,1,23,100.0,5,10
18,23,1,21,100.0,5,10
19,23,1,23,100.0,5,10
20,23,1,35,100.0,5,10
21,23,1,23,100.0,5,10
22,23,1,39,100.0,5,10
23,23,1,32,100.0,5,10
24,23,1,21,100.0,5,10
25,23,1,33,100.0,5,10
26,23,1,34,100.0,5,10
27,23,1,55,100.0,5,10
28,23,1,25,100.0,5,10
29,23,2,11,100.0,5,10
30,23,1,25,100.0,5,10
31,23,1,25,100.0,5,10
32,23,1,27,100.0,5,10
33,23,1,28,100.0,5,10
34,23,1,5,100.0,5,10
35,23,1,4,100.0,5,10
0,24,1,3,100.0,5,10
1,24,1,4,100.0,5,10
2,24,1,12,100.0,5,10
3,24,1,10,100.0,5,10
4,24,1,7,100.0,5,10
5,24,1,15,100.0,5,10
6,24,1,11,100.0,5,10
